time,vel_z,cmd_z
107.413,1.0484216844390641,0.9999888006627727
107.433,1.0481051631939537,0.9999896188947399
107.453,1.0478404754041295,0.9999896188947399
107.473,1.047147001911858,0.9999896188947399
107.493,1.046061364694493,0.9999909757276075
107.513,1.044999963457076,0.9999909757276075
107.533,1.045634803541565,0.9999909219760307
107.553,1.045781331972486,0.9999909219760307
107.573,1.046153209112235,0.9999909219760307
107.593,1.0457685920557362,0.999990466197923
107.613,1.0450252129715039,0.999990466197923
107.633,1.0444302273389763,0.9999902974943788
107.653,1.04361615725395,0.9999902974943788
107.673,1.0434642273804011,0.9999902974943788
107.693,1.042982792460046,0.9999902000869167
107.713,1.0420648567565063,0.9999902000869167
107.733,1.0414128119444923,0.9999880073068939
107.753,1.0409344178789437,0.9999880073068939
107.773,1.040261539640606,0.9999880073068939
107.793,1.0388271059893948,0.9999878693486893
107.813,1.03820796661951,0.9999878693486893
107.833,1.0374258384882595,0.999989277635817
107.853,1.0368891540016225,0.999989277635817
107.873,1.0371192564603964,0.999989277635817
107.893,1.0375511939005875,0.9999884435783801
107.913,1.0379099243617949,0.9999884435783801
107.933,1.0383078665186412,0.9999872282171463
107.953,1.0380039033330684,0.9999872282171463
107.973,1.037860446153557,0.9999872282171463
107.993,1.0373673441177145,0.9999866449460098
108.013,1.0375536373209162,0.9999866449460098
108.033,1.0377014202125179,0.999986291659487
108.053,1.0376276649644565,0.999986291659487
108.073,1.037265864757435,0.999986291659487
108.093,1.0371349385703,0.9999860427456202
108.113,1.0385841293777358,0.9999860427456202
108.133,1.0387399852232437,0.999985774886469
108.153,1.0388673703215807,0.999985774886469
108.173,1.039258549006202,0.999985774886469
108.193,1.0389941224043269,0.9999860414376996
108.213,1.0384497886406594,0.9999860414376996
108.233,1.0378976300521132,0.999985989557927
108.253,1.037520838251765,0.999985989557927
108.273,1.0374491774232315,0.999985989557927
108.293,1.0372796207260617,0.9999857117734233
108.313,1.0377864781223973,0.9999857117734233
108.333,1.0379334122345159,0.9999861431123596
108.353,1.0380892375638553,0.9999861431123596
108.373,1.0383001225576347,0.9999861431123596
108.393,1.0380954122069372,0.999986830015826
108.413,1.0383274686066155,0.999986830015826
108.433,1.038723214168833,0.9999872341564453
108.453,1.039542734470371,0.9999872341564453
108.473,1.039935908839213,0.9999872341564453
108.493,1.0398324415011113,0.9999865092952068
108.513,1.0403662071837312,0.9999865092952068
108.533,1.0400837343888434,0.9999849642970194
108.553,1.0390188588302454,0.9999849642970194
108.573,1.0378282976769428,0.9999849642970194
108.593,1.038016738411714,0.9999840698216106
108.613,1.0386138236313645,0.9999840698216106
108.633,1.0376498467422237,0.9999831477782686
108.653,1.0380827252203546,0.9999831477782686
108.673,1.0375503747620232,0.9999831477782686
108.693,1.0379682809328996,0.9999812856569558
108.713,1.03757241749675,0.9999812856569558
108.733,1.0374580025597326,0.999978944475265
108.753,1.03735734940568,0.999978944475265
108.773,1.0378244608491676,0.999978944475265
108.793,1.0382587142934547,0.9999793187595367
108.813,1.037889105822922,0.9999793187595367
108.833,1.038251928630337,0.9999802959476282
108.853,1.0382885203111958,0.9999802959476282
108.873,1.0377275279720404,0.9999802959476282
108.893,1.037243913840201,0.9999790865511923
108.913,1.036727692475837,0.9999790865511923
108.933,1.0374684922620372,0.9999779514095992
108.953,1.0368949866101778,0.9999779514095992
108.973,1.0367790346323411,0.9999779514095992
108.993,1.0368907681422277,0.9999785182317209
109.013,1.0366781298701317,0.9999785182317209
109.033,1.0368549925967905,0.9999777461119133
109.053,1.0367590657941308,0.9999777461119133
109.073,1.0372203319678337,0.9999777461119133
109.093,1.0377113641246851,0.9999772401047627
109.113,1.0380833700190637,0.9999772401047627
109.133,1.0381723075339049,0.9999767219139489
109.153,1.037813625445795,0.9999767219139489
109.173,1.0364973888299118,0.9999767219139489
109.193,1.0367991599507271,0.9999757003718122
109.213,1.0364278195359398,0.9999757003718122
109.233,1.0361989112209637,0.9999730605410276
109.253,1.0359404645851378,0.9999730605410276
109.273,1.0354452205809501,0.9999730605410276
109.293,1.0352334124322493,0.9999720764839146
109.313,1.0345192386761328,0.9999720764839146
109.333,1.0344043280631958,0.9999720438632871
109.353,1.034427812008089,0.9999720438632871
109.373,1.0342227024031143,0.9999720438632871
109.393,1.0332518522985623,0.999972731339006
109.413,1.0332432502509539,0.999972731339006
109.433,1.0339431122037595,0.9999719178138877
109.453,1.0356460392455835,0.9999719178138877
109.473,1.0352838217772575,0.9999719178138877
109.493,1.0346419190935756,0.9999715247897119
109.513,1.0337789752016942,0.9999715247897119
109.533,1.0337608727954988,0.999972402140734
109.553,1.033844453684726,0.999972402140734
109.573,1.0329825242916741,0.999972402140734
109.593,1.032509708848173,0.9999736559810541
109.613,1.032264649951556,0.9999736559810541
109.633,1.032542072328699,0.9999736201213186
109.653,1.032443175617177,0.9999736201213186
109.673,1.0313343094267633,0.9999736201213186
109.693,1.031271812170275,0.999972555585297
109.713,1.031939893866932,0.999972555585297
109.733,1.031350084994469,0.9999738854047892
109.753,1.0312875474164795,0.9999738854047892
109.773,1.03100994884142,0.9999738854047892
109.793,1.0307591667419207,0.9999736598880451
109.813,1.030866902501483,0.9999736598880451
109.833,1.0303897609427837,0.9999740656494863
109.853,1.0298759498814822,0.9999740656494863
109.873,1.0293057767534344,0.9999740656494863
109.893,1.0299652331732227,0.9999734667427604
109.913,1.0297334403330765,0.9999734667427604
109.933,1.0296535028730993,0.9999719274272867
109.953,1.0290448262086311,0.9999719274272867
109.973,1.0295848294411307,0.9999719274272867
109.993,1.0293724038553935,0.9999723336536082
110.013,1.0283146501357794,0.9999723336536082
110.033,1.02743678209818,0.999973851912278
110.053,1.0275649617966667,0.999973851912278
110.073,1.0266287941240928,0.999973851912278
110.093,1.0266820144741147,0.99997475568636
110.113,1.0261486339320733,0.99997475568636
110.133,1.0259284902599555,0.9999750658663856
110.153,1.026164286430389,0.9999750658663856
110.173,1.026655738420038,0.9999750658663856
110.193,1.0269390616220975,0.9999749553211846
110.213,1.0267406182301242,0.9999749553211846
110.233,1.0265428589405778,0.9999746805810469
110.253,1.0266472627510586,0.9999746805810469
110.273,1.0260939391505401,0.9999746805810469
110.293,1.0256432256210855,0.9999737777412697
110.313,1.0256253421258104,0.9999737777412697
110.333,1.0250190110507975,0.9999724938257083
110.353,1.0248609690148789,0.9999724938257083
110.373,1.0244996342045432,0.9999724938257083
110.393,1.0247358177278219,0.9999715681036038
110.413,1.0237882907773415,0.9999715681036038
110.433,1.0226339233113637,0.9999708853027957
110.453,1.021527384101574,0.9999708853027957
110.473,1.021843282505829,0.9999708853027957
110.493,1.0211973473661444,0.9999704592651966
110.513,1.0210540721946306,0.9999704592651966
110.533,1.021016025451924,0.9999677662343794
110.553,1.0195667740459085,0.9999677662343794
110.573,1.0189411306885423,0.9999677662343794
110.593,1.0182964864773685,0.9999682302187272
110.613,1.0173116992066396,0.9999682302187272
110.633,1.0164875852012798,0.9999672184240523
110.653,1.0164903973044332,0.9999672184240523
110.673,1.016536212345483,0.9999672184240523
110.693,1.0166926906414246,0.9999667858403537
110.713,1.0163495224266343,0.9999667858403537
110.733,1.016180247961047,0.9999665800156557
110.753,1.0160456314753756,0.9999665800156557
110.773,1.0161765008904935,0.9999665800156557
110.793,1.015517648524959,0.99996688382859
110.813,1.0150423325358464,0.99996688382859
110.833,1.014078459204043,0.9999692251050813
110.853,1.0132601406994082,0.9999692251050813
110.873,1.0137615826469346,0.9999692251050813
110.893,1.0139249109159905,0.9999695950423193
110.913,1.0137659770816165,0.9999695950423193
110.933,1.0136046779496484,0.999970109334926
110.953,1.012601502738731,0.999970109334926
110.973,1.0119970531021076,0.999970109334926
110.993,1.0117653679696694,0.9999722824890364
111.013,1.0122453792772586,0.9999722824890364
111.033,1.0116317572672338,0.9999715030696785
111.053,1.0119697914670664,0.9999715030696785
111.073,1.0123919390766434,0.9999715030696785
111.093,1.0123146191711767,0.9999720817300666
111.113,1.012164555131666,0.9999720817300666
111.133,1.0123252340354838,0.9999735126821949
111.153,1.012101232244637,0.9999735126821949
111.173,1.0119487792898318,0.9999735126821949
111.193,1.0115662024652017,0.999974269900471
111.213,1.0117378214634105,0.999974269900471
111.233,1.0115628585101184,0.9999722300341183
111.253,1.0122954969908196,0.9999722300341183
111.273,1.012535827461941,0.9999722300341183
111.293,1.012781058025242,0.9999726302284138
111.313,1.0120625053378154,0.9999726302284138
111.333,1.0124067629843463,0.9999710661503297
111.353,1.0122297064674883,0.9999710661503297
111.373,1.0116989516538704,0.9999710661503297
111.393,1.0107791901301115,0.0
111.413,1.0087439412625376,0.0
111.433,0.9584559415887465,0.0
111.453,0.8707087141734585,0.0
111.473,0.769262887551241,0.0
111.493,0.6667153071905191,0.0
111.513,0.5719910674389527,0.0
111.533,0.48607887538518685,0.0
111.553,0.409760556789668,0.0
111.573,0.34164753981967216,0.0
111.593,0.28295273922149056,0.0
111.613,0.23318012396332063,0.0
111.633,0.19129523791211772,0.0
111.653,0.15528258271768983,0.0
111.673,0.12495767413920754,0.0
111.693,0.09892658236767432,0.0
111.713,0.07769855914628379,0.0
111.733,0.05975991839914915,0.0
111.753,0.043954498889702216,0.0
111.773,0.03171248168969447,0.0
111.793,0.022249296479994688,0.0
111.813,0.014998610970110052,0.0
111.833,0.008002353839765787,0.0
111.853,0.002194661783713547,0.0
111.873,-0.003098249390281028,0.0
111.893,-0.007074083546200007,0.0
111.913,-0.01047874805049861,0.0
111.933,-0.013284680913873616,0.0
111.953,-0.015146282334652221,0.0
111.973,-0.01617708890662475,0.0
111.993,-0.01650242421829356,0.0
112.013,-0.017625633176618846,0.0
112.033,-0.018523835466934715,0.0
112.053,-0.01875711962191502,0.0
112.073,-0.019613181752981462,0.0
112.093,-0.019975078709080055,0.0
112.113,-0.021034351279959486,0.0
112.133,-0.02118700436787698,0.0
112.153,-0.021495080439806594,0.0
112.173,-0.02244201644439888,0.0
112.193,-0.022139190064375414,0.0
112.213,-0.021050136887612154,0.0
112.233,-0.02103179909547621,0.0
112.253,-0.020834059757504686,0.0
112.273,-0.0201002878219607,0.0
112.293,-0.01969780911954802,0.0
112.313,-0.019657836680275778,0.0
112.333,-0.01954729578514916,0.0
112.353,-0.019183074757342055,0.0
112.373,-0.019020676925534493,0.0
112.393,-0.01959115754829887,0.0
112.413,-0.01982414818518606,0.0
112.433,-0.0190932504799131,0.0
112.453,-0.018992521971272634,0.0
112.473,-0.018538539626822382,0.0
112.493,-0.018556859168544753,0.0
112.513,-0.018199492219155074,0.0
112.533,-0.017963067499825153,0.0
112.553,-0.017781289619595696,0.0
112.573,-0.017712414130357686,0.0
112.593,-0.017621783126982198,0.0
112.613,-0.016012570501561924,0.0
112.633,-0.01565993188275601,0.0
112.653,-0.015459205879432692,0.0
112.673,-0.014197935876499028,0.0
112.693,-0.01452615816035277,0.0
112.713,-0.015558446830838872,0.0
112.733,-0.01509726537522119,0.0
112.753,-0.015103755609372084,0.0
112.773,-0.0153998209157685,0.0
112.793,-0.015429065735655837,0.0
112.813,-0.015587759188356573,0.0
112.833,-0.015214127745510283,0.0
112.853,-0.013644525437936064,0.0
112.873,-0.01388174270983631,0.0
112.893,-0.013478714688602593,0.0
112.913,-0.01293247307108414,0.0
112.933,-0.012674043727059063,0.0
112.953,-0.012674457483176912,0.0
112.973,-0.01332395615146166,0.0
112.993,-0.012607928908939,0.0
113.013,-0.012031638743640313,0.0
113.033,-0.011290703538927294,0.0
113.053,-0.011336537620283079,0.0
113.073,-0.011962535189233093,0.0
113.093,-0.012604880887935764,0.0
113.113,-0.013770096930375331,0.0
113.133,-0.014033981592402484,0.0
113.153,-0.013919241099680405,0.0
113.173,-0.01373638889972382,0.0
113.193,-0.013344423615160117,0.0
113.213,-0.012948666942797537,0.0
113.233,-0.012069005448488353,0.0
113.253,-0.011794429768463337,0.0
113.273,-0.011558565669379052,0.0
113.293,-0.011209490799411182,0.0
113.313,-0.0112280401206796,0.0
113.333,-0.01133186713356897,0.0
113.353,-0.01153059417320746,0.0
113.373,-0.011823851466009493,0.0
113.393,-0.012122915477633958,0.0
113.413,-0.011608385352914254,0.0
113.433,-0.011308876291853221,0.0
113.453,-0.01170440154861907,0.0
113.473,-0.011553804774888814,0.0
113.493,-0.010948232249814224,0.0
113.513,-0.010813966838443838,0.0
113.533,-0.01158455627564966,0.0
113.553,-0.011403259115537792,0.0
113.573,-0.011974430786706774,0.0
113.593,-0.012030333687238284,0.0
113.613,-0.011464911929309679,0.0
113.633,-0.011913642467751815,0.0
113.653,-0.011901480340062148,0.0
113.673,-0.010969699973632117,0.0
113.693,-0.011075218003614872,0.0
113.713,-0.011719185246897584,0.0
113.733,-0.011461673652466142,0.0
113.753,-0.01058453491331132,0.0
113.773,-0.010251024996291448,0.0
113.793,-0.010019601360270749,0.0
113.813,-0.009734923152918134,0.0
113.833,-0.009438746029678079,0.0
113.853,-0.009787987966996993,0.0
113.873,-0.01016995416853594,0.0
113.893,-0.010482641668852861,0.0
113.913,-0.01070713877729836,0.0
113.933,-0.01018622278893665,0.0
113.953,-0.01089104610014975,0.0
113.973,-0.01060766160645789,0.0
113.993,-0.010158947162799175,0.0
114.013,-0.008918485359905692,0.0
114.033,-0.008892533149136201,0.0
114.053,-0.00895326892601716,0.0
114.073,-0.009524599929798386,0.0
114.093,-0.009279797677492044,0.0
114.113,-0.00910390172842575,0.0
114.133,-0.008888160519313409,0.0
114.153,-0.007933321083369395,0.0
114.173,-0.007119724548711473,0.0
114.193,-0.0070789761099128625,0.0
114.213,-0.007191249193464485,0.0
114.233,-0.00682456628749594,0.0
114.253,-0.0065149391809619225,0.0
114.273,-0.006735785036218914,0.0
114.293,-0.006968560951539485,0.0
114.313,-0.0070025679881126224,0.0
114.333,-0.0082317889896786,0.0
114.353,-0.007832888591489803,0.0
114.373,-0.007288941837084404,0.0
114.393,-0.007656897259846155,0.0
114.413,-0.008169206519925927,0.0
114.433,-0.007935558823875474,0.0
114.453,-0.007066808623023954,0.0
114.473,-0.0068213935240211635,0.0
114.493,-0.005877983203378948,0.0
114.513,-0.0053766369709646565,0.0
114.533,-0.005882583491748713,0.0
114.553,-0.006591700437288947,0.0
114.574,-0.006246975946677913,0.0
114.593,-0.006076781556724986,0.0
114.613,-0.005838019450568292,0.0
114.633,-0.0057541106348321805,0.0
114.653,-0.0048193019239755825,0.0
114.673,-0.00539452377360175,0.0
114.693,-0.004701760775707128,0.0
114.713,-0.004763391290499824,0.0
114.733,-0.0044659165826235895,0.0
114.753,-0.004186589097663311,0.0
114.773,-0.004219814235536184,0.0
114.793,-0.0036963859624230197,0.0
114.813,-0.003939014610335994,0.0
114.833,-0.004100715738543745,0.0
114.853,-0.005607492600604376,0.0
114.873,-0.0058506191370337815,0.0
114.893,-0.005991312223374748,0.0
114.913,-0.006427177490993095,0.0
114.933,-0.0053412902186081666,0.0
114.953,-0.004556828885191344,0.0
114.973,-0.004627603218422406,0.0
114.993,-0.0031782200415586487,0.0
